Y,X,id,obstimeJST,type
36.286,139.477,nowc_20240807084000_20240807084000_liden_216,2024/08/07 17:36:08.110,0
35.883,139.353,nowc_20240807084000_20240807084000_liden_217,2024/08/07 17:36:08.230,0
35.924,139.505,nowc_20240807084000_20240807084000_liden_218,2024/08/07 17:36:09.660,1
35.885,139.718,nowc_20240807084000_20240807084000_liden_219,2024/08/07 17:36:09.810,0
35.956,139.393,nowc_20240807084000_20240807084000_liden_220,2024/08/07 17:36:11.610,0
35.903,139.325,nowc_20240807084000_20240807084000_liden_221,2024/08/07 17:36:11.870,1
36.257,139.446,nowc_20240807084000_20240807084000_liden_222,2024/08/07 17:36:12.300,0
35.865,139.612,nowc_20240807084000_20240807084000_liden_223,2024/08/07 17:36:13.120,0
36.227,139.586,nowc_20240807084000_20240807084000_liden_224,2024/08/07 17:36:13.130,0
36.271,139.646,nowc_20240807084000_20240807084000_liden_225,2024/08/07 17:36:13.220,0
36.255,139.5,nowc_20240807084000_20240807084000_liden_226,2024/08/07 17:36:13.270,0
36.292,139.639,nowc_20240807084000_20240807084000_liden_227,2024/08/07 17:36:13.270,1
35.951,138.804,nowc_20240807084000_20240807084000_liden_228,2024/08/07 17:36:13.720,0
36.274,139.499,nowc_20240807084000_20240807084000_liden_229,2024/08/07 17:36:14,1
35.774,139.649,nowc_20240807084000_20240807084000_liden_230,2024/08/07 17:36:14.050,1
35.84,139.612,nowc_20240807084000_20240807084000_liden_231,2024/08/07 17:36:14.160,0
35.88,139.543,nowc_20240807084000_20240807084000_liden_232,2024/08/07 17:36:14.230,1
35.95,139.38,nowc_20240807084000_20240807084000_liden_233,2024/08/07 17:36:14.570,1
35.968,139.521,nowc_20240807084000_20240807084000_liden_234,2024/08/07 17:36:14.600,0
35.92,139.376,nowc_20240807084000_20240807084000_liden_235,2024/08/07 17:36:14.650,0
39.782,140.718,nowc_20240807084000_20240807084000_liden_236,2024/08/07 17:36:15.260,0
35.747,138.965,nowc_20240807084000_20240807084000_liden_237,2024/08/07 17:36:15.260,0
36.546,139.052,nowc_20240807084000_20240807084000_liden_238,2024/08/07 17:36:15.780,0
36.302,139.415,nowc_20240807084000_20240807084000_liden_239,2024/08/07 17:36:15.900,1
39.68,141.166,nowc_20240807084000_20240807084000_liden_240,2024/08/07 17:36:16.370,0
36.274,139.509,nowc_20240807084000_20240807084000_liden_241,2024/08/07 17:36:16.660,1
35.871,139.445,nowc_20240807084000_20240807084000_liden_242,2024/08/07 17:36:16.740,1
36.27,139.51,nowc_20240807084000_20240807084000_liden_243,2024/08/07 17:36:16.760,0
35.896,139.449,nowc_20240807084000_20240807084000_liden_244,2024/08/07 17:36:16.850,1
35.96,139.434,nowc_20240807084000_20240807084000_liden_245,2024/08/07 17:36:17.040,0
36.204,139.639,nowc_20240807084000_20240807084000_liden_246,2024/08/07 17:36:17.050,0
35.97,139.523,nowc_20240807084000_20240807084000_liden_247,2024/08/07 17:36:17.470,0
35.893,139.634,nowc_20240807084000_20240807084000_liden_248,2024/08/07 17:36:17.600,1
35.906,139.347,nowc_20240807084000_20240807084000_liden_249,2024/08/07 17:36:17.950,0
35.885,139.746,nowc_20240807084000_20240807084000_liden_250,2024/08/07 17:36:18.290,1
35.94,139.704,nowc_20240807084000_20240807084000_liden_251,2024/08/07 17:36:18.360,1
39.911,140.765,nowc_20240807084000_20240807084000_liden_252,2024/08/07 17:36:19.920,0
39.797,140.821,nowc_20240807084000_20240807084000_liden_253,2024/08/07 17:36:20.260,1
36.276,139.289,nowc_20240807084000_20240807084000_liden_254,2024/08/07 17:36:20.860,0
35.968,139.555,nowc_20240807084000_20240807084000_liden_255,2024/08/07 17:36:20.860,0
35.896,139.646,nowc_20240807084000_20240807084000_liden_256,2024/08/07 17:36:21.130,0
35.807,139.43,nowc_20240807084000_20240807084000_liden_257,2024/08/07 17:36:21.280,0
36.263,139.477,nowc_20240807084000_20240807084000_liden_258,2024/08/07 17:36:22.360,0
36.352,139.63,nowc_20240807084000_20240807084000_liden_259,2024/08/07 17:36:23.050,0
35.9,139.366,nowc_20240807084000_20240807084000_liden_260,2024/08/07 17:36:23.300,0
35.814,139.52,nowc_20240807084000_20240807084000_liden_261,2024/08/07 17:36:23.330,1
36.274,139.449,nowc_20240807084000_20240807084000_liden_262,2024/08/07 17:36:25.020,0
38.937,140.822,nowc_20240807084000_20240807084000_liden_263,2024/08/07 17:36:25.040,0
36.223,139.486,nowc_20240807084000_20240807084000_liden_264,2024/08/07 17:36:25.060,0
35.929,139.429,nowc_20240807084000_20240807084000_liden_265,2024/08/07 17:36:25.090,0
38.916,140.821,nowc_20240807084000_20240807084000_liden_266,2024/08/07 17:36:25.100,1
35.027,138.45,nowc_20240807084000_20240807084000_liden_267,2024/08/07 17:36:25.240,0
38.843,140.859,nowc_20240807084000_20240807084000_liden_268,2024/08/07 17:36:25.390,0
38.893,140.779,nowc_20240807084000_20240807084000_liden_269,2024/08/07 17:36:25.640,1
36.272,139.404,nowc_20240807084000_20240807084000_liden_270,2024/08/07 17:36:25.790,1
35.813,139.781,nowc_20240807084000_20240807084000_liden_271,2024/08/07 17:36:26.380,0
39.04,140.726,nowc_20240807084000_20240807084000_liden_272,2024/08/07 17:36:26.420,0
38.979,140.602,nowc_20240807084000_20240807084000_liden_273,2024/08/07 17:36:26.420,0
36.224,139.531,nowc_20240807084000_20240807084000_liden_274,2024/08/07 17:36:26.480,0
35.915,138.38,nowc_20240807084000_20240807084000_liden_275,2024/08/07 17:36:26.560,0
35.796,139.846,nowc_20240807084000_20240807084000_liden_276,2024/08/07 17:36:26.620,0
36.275,139.616,nowc_20240807084000_20240807084000_liden_277,2024/08/07 17:36:26.970,0
36.213,139.412,nowc_20240807084000_20240807084000_liden_278,2024/08/07 17:36:27.690,1
35.933,139.383,nowc_20240807084000_20240807084000_liden_279,2024/08/07 17:36:27.840,0
36.374,139.177,nowc_20240807084000_20240807084000_liden_280,2024/08/07 17:36:28.390,1
35.938,139.29,nowc_20240807084000_20240807084000_liden_281,2024/08/07 17:36:28.490,0
35.915,139.613,nowc_20240807084000_20240807084000_liden_282,2024/08/07 17:36:28.510,0
35.989,139.545,nowc_20240807084000_20240807084000_liden_283,2024/08/07 17:36:28.570,0
36.385,139.187,nowc_20240807084000_20240807084000_liden_284,2024/08/07 17:36:28.670,0
35.891,139.619,nowc_20240807084000_20240807084000_liden_285,2024/08/07 17:36:28.670,0
35.948,139.355,nowc_20240807084000_20240807084000_liden_286,2024/08/07 17:36:29.310,0
38.94,140.844,nowc_20240807084000_20240807084000_liden_287,2024/08/07 17:36:29.940,0
39.767,141.028,nowc_20240807084000_20240807084000_liden_288,2024/08/07 17:36:30,0
36.214,139.547,nowc_20240807084000_20240807084000_liden_289,2024/08/07 17:36:30.110,0
35.79,139.456,nowc_20240807084000_20240807084000_liden_290,2024/08/07 17:36:30.140,0
35.957,139.683,nowc_20240807084000_20240807084000_liden_291,2024/08/07 17:36:30.450,0
36.314,139.41,nowc_20240807084000_20240807084000_liden_292,2024/08/07 17:36:31.010,0
35.942,139.405,nowc_20240807084000_20240807084000_liden_293,2024/08/07 17:36:31.980,0
39.935,140.768,nowc_20240807084000_20240807084000_liden_294,2024/08/07 17:36:32.670,0
44.224,142.142,nowc_20240807084000_20240807084000_liden_295,2024/08/07 17:36:33.010,1
35.897,139.515,nowc_20240807084000_20240807084000_liden_296,2024/08/07 17:36:34.130,0
35.875,139.389,nowc_20240807084000_20240807084000_liden_297,2024/08/07 17:36:34.310,0
35.977,139.425,nowc_20240807084000_20240807084000_liden_298,2024/08/07 17:36:34.780,0
36.216,139.566,nowc_20240807084000_20240807084000_liden_299,2024/08/07 17:36:35.110,0
35.798,139.857,nowc_20240807084000_20240807084000_liden_300,2024/08/07 17:36:35.390,0
35.879,139.783,nowc_20240807084000_20240807084000_liden_301,2024/08/07 17:36:35.470,0
44.231,142.341,nowc_20240807084000_20240807084000_liden_302,2024/08/07 17:36:35.510,0
36.274,139.449,nowc_20240807084000_20240807084000_liden_303,2024/08/07 17:36:35.520,0
35.91,139.685,nowc_20240807084000_20240807084000_liden_304,2024/08/07 17:36:35.520,0
36.153,139.534,nowc_20240807084000_20240807084000_liden_305,2024/08/07 17:36:35.550,0
35.897,139.695,nowc_20240807084000_20240807084000_liden_306,2024/08/07 17:36:35.580,0
36.269,139.451,nowc_20240807084000_20240807084000_liden_307,2024/08/07 17:36:35.600,1
35.897,138.376,nowc_20240807084000_20240807084000_liden_308,2024/08/07 17:36:35.910,0
36.266,139.362,nowc_20240807084000_20240807084000_liden_309,2024/08/07 17:36:36.490,0
36.261,139.48,nowc_20240807084000_20240807084000_liden_310,2024/08/07 17:36:37.190,0
35.876,139.397,nowc_20240807084000_20240807084000_liden_311,2024/08/07 17:36:37.240,1
35.85,139.565,nowc_20240807084000_20240807084000_liden_312,2024/08/07 17:36:37.520,0
35.935,139.309,nowc_20240807084000_20240807084000_liden_313,2024/08/07 17:36:38.300,0
35.891,138.334,nowc_20240807084000_20240807084000_liden_314,2024/08/07 17:36:38.340,1
35.903,139.363,nowc_20240807084000_20240807084000_liden_315,2024/08/07 17:36:39,0
36.172,139.553,nowc_20240807084000_20240807084000_liden_316,2024/08/07 17:36:39.610,0
36.257,139.497,nowc_20240807084000_20240807084000_liden_317,2024/08/07 17:36:39.610,0
35.977,139.551,nowc_20240807084000_20240807084000_liden_318,2024/08/07 17:36:40.350,0
36.221,139.475,nowc_20240807084000_20240807084000_liden_319,2024/08/07 17:36:40.540,0
35.854,139.674,nowc_20240807084000_20240807084000_liden_320,2024/08/07 17:36:40.560,0
36.207,138.471,nowc_20240807084000_20240807084000_liden_321,2024/08/07 17:36:40.990,1
25.806,124.426,nowc_20240807084000_20240807084000_liden_322,2024/08/07 17:36:41.490,0
36.23,139.614,nowc_20240807084000_20240807084000_liden_323,2024/08/07 17:36:43.020,0
35.885,139.466,nowc_20240807084000_20240807084000_liden_324,2024/08/07 17:36:43.080,1
35.917,139.327,nowc_20240807084000_20240807084000_liden_325,2024/08/07 17:36:43.540,0
35.952,139.521,nowc_20240807084000_20240807084000_liden_326,2024/08/07 17:36:43.780,0
35.905,139.599,nowc_20240807084000_20240807084000_liden_327,2024/08/07 17:36:43.810,0
36.296,139.506,nowc_20240807084000_20240807084000_liden_328,2024/08/07 17:36:44.160,0
35.884,139.68,nowc_20240807084000_20240807084000_liden_329,2024/08/07 17:36:44.160,0
35.964,139.411,nowc_20240807084000_20240807084000_liden_330,2024/08/07 17:36:44.440,0
35.902,139.353,nowc_20240807084000_20240807084000_liden_331,2024/08/07 17:36:44.640,0
36.221,139.478,nowc_20240807084000_20240807084000_liden_332,2024/08/07 17:36:45.120,0
39.804,140.751,nowc_20240807084000_20240807084000_liden_333,2024/08/07 17:36:45.760,0
35.952,139.476,nowc_20240807084000_20240807084000_liden_334,2024/08/07 17:36:45.920,1
36.256,139.475,nowc_20240807084000_20240807084000_liden_335,2024/08/07 17:36:46.290,1
36.271,139.588,nowc_20240807084000_20240807084000_liden_336,2024/08/07 17:36:46.490,1
36.255,139.456,nowc_20240807084000_20240807084000_liden_337,2024/08/07 17:36:46.560,1
35.917,139.326,nowc_20240807084000_20240807084000_liden_338,2024/08/07 17:36:46.930,0
36.247,139.293,nowc_20240807084000_20240807084000_liden_339,2024/08/07 17:36:48.460,1
36.319,139.357,nowc_20240807084000_20240807084000_liden_340,2024/08/07 17:36:48.540,0
36.269,139.508,nowc_20240807084000_20240807084000_liden_341,2024/08/07 17:36:48.630,0
35.813,139.388,nowc_20240807084000_20240807084000_liden_342,2024/08/07 17:36:48.630,1
36.226,139.554,nowc_20240807084000_20240807084000_liden_343,2024/08/07 17:36:48.950,0
35.793,139.398,nowc_20240807084000_20240807084000_liden_344,2024/08/07 17:36:49.030,1
35.904,139.332,nowc_20240807084000_20240807084000_liden_345,2024/08/07 17:36:49.160,0
35.883,138.41,nowc_20240807084000_20240807084000_liden_346,2024/08/07 17:36:49.310,1
35.871,139.733,nowc_20240807084000_20240807084000_liden_347,2024/08/07 17:36:49.680,1
35.895,139.517,nowc_20240807084000_20240807084000_liden_348,2024/08/07 17:36:50.510,0
36.21,139.457,nowc_20240807084000_20240807084000_liden_349,2024/08/07 17:36:51.120,1
35.922,139.366,nowc_20240807084000_20240807084000_liden_350,2024/08/07 17:36:51.170,0
35.838,139.433,nowc_20240807084000_20240807084000_liden_351,2024/08/07 17:36:51.390,1
36.256,139.388,nowc_20240807084000_20240807084000_liden_352,2024/08/07 17:36:51.970,0
36.337,139.458,nowc_20240807084000_20240807084000_liden_353,2024/08/07 17:36:51.990,0
36.196,139.684,nowc_20240807084000_20240807084000_liden_354,2024/08/07 17:36:52.030,0
35.925,138.356,nowc_20240807084000_20240807084000_liden_355,2024/08/07 17:36:53.090,0
35.83,139.482,nowc_20240807084000_20240807084000_liden_356,2024/08/07 17:36:53.530,0
35.92,139.417,nowc_20240807084000_20240807084000_liden_357,2024/08/07 17:36:53.590,0
35.832,139.571,nowc_20240807084000_20240807084000_liden_358,2024/08/07 17:36:53.620,0
38.939,140.755,nowc_20240807084000_20240807084000_liden_359,2024/08/07 17:36:53.890,0
35.923,139.591,nowc_20240807084000_20240807084000_liden_360,2024/08/07 17:36:54.950,0
36.227,139.586,nowc_20240807084000_20240807084000_liden_361,2024/08/07 17:36:55.050,1
35.932,139.392,nowc_20240807084000_20240807084000_liden_362,2024/08/07 17:36:55.320,1
36.031,139.384,nowc_20240807084000_20240807084000_liden_363,2024/08/07 17:36:56.320,0
35.9,139.739,nowc_20240807084000_20240807084000_liden_364,2024/08/07 17:36:56.990,1
39.738,141.248,nowc_20240807084000_20240807084000_liden_365,2024/08/07 17:36:57.270,0
36.262,139.454,nowc_20240807084000_20240807084000_liden_366,2024/08/07 17:36:57.380,0
35.908,139.517,nowc_20240807084000_20240807084000_liden_367,2024/08/07 17:36:57.940,0
35.724,139.026,nowc_20240807084000_20240807084000_liden_368,2024/08/07 17:36:58.090,1
35.937,139.751,nowc_20240807084000_20240807084000_liden_369,2024/08/07 17:36:58.210,0
35.937,139.391,nowc_20240807084000_20240807084000_liden_370,2024/08/07 17:36:58.720,0
36.007,139.308,nowc_20240807084000_20240807084000_liden_371,2024/08/07 17:36:58.790,0
35.9,139.397,nowc_20240807084000_20240807084000_liden_372,2024/08/07 17:36:59.290,0
36.26,139.487,nowc_20240807084000_20240807084000_liden_373,2024/08/07 17:36:59.440,0
36.299,139.404,nowc_20240807084000_20240807084000_liden_374,2024/08/07 17:36:59.970,0
35.914,139.61,nowc_20240807084000_20240807084000_liden_375,2024/08/07 17:37:00.090,0
36.226,139.565,nowc_20240807084000_20240807084000_liden_376,2024/08/07 17:37:00.230,1
36.304,139.444,nowc_20240807084000_20240807084000_liden_377,2024/08/07 17:37:00.930,0
36.349,139.168,nowc_20240807084000_20240807084000_liden_378,2024/08/07 17:37:01.060,1
36.264,139.578,nowc_20240807084000_20240807084000_liden_379,2024/08/07 17:37:01.310,0
36.381,139.216,nowc_20240807084000_20240807084000_liden_380,2024/08/07 17:37:01.440,0
38.802,140.81,nowc_20240807084000_20240807084000_liden_381,2024/08/07 17:37:01.690,0
38.805,140.926,nowc_20240807084000_20240807084000_liden_382,2024/08/07 17:37:01.760,0
38.924,140.813,nowc_20240807084000_20240807084000_liden_383,2024/08/07 17:37:01.940,0
38.837,140.838,nowc_20240807084000_20240807084000_liden_384,2024/08/07 17:37:01.990,0
38.769,140.832,nowc_20240807084000_20240807084000_liden_385,2024/08/07 17:37:02.120,0
35.965,139.45,nowc_20240807084000_20240807084000_liden_386,2024/08/07 17:37:02.720,1
36.307,139.341,nowc_20240807084000_20240807084000_liden_387,2024/08/07 17:37:03.200,0
36.24,139.606,nowc_20240807084000_20240807084000_liden_388,2024/08/07 17:37:03.650,0
35.815,139.446,nowc_20240807084000_20240807084000_liden_389,2024/08/07 17:37:03.980,0
35.802,139.512,nowc_20240807084000_20240807084000_liden_390,2024/08/07 17:37:04.490,0
36.225,139.495,nowc_20240807084000_20240807084000_liden_391,2024/08/07 17:37:05.180,1
36.252,139.522,nowc_20240807084000_20240807084000_liden_392,2024/08/07 17:37:05.980,0
36.275,139.305,nowc_20240807084000_20240807084000_liden_393,2024/08/07 17:37:06.370,0
35.934,139.498,nowc_20240807084000_20240807084000_liden_394,2024/08/07 17:37:08.040,0
35.934,139.708,nowc_20240807084000_20240807084000_liden_395,2024/08/07 17:37:08.210,0
35.909,139.785,nowc_20240807084000_20240807084000_liden_396,2024/08/07 17:37:08.280,0
35.927,139.52,nowc_20240807084000_20240807084000_liden_397,2024/08/07 17:37:08.370,1
35.81,139.801,nowc_20240807084000_20240807084000_liden_398,2024/08/07 17:37:09.220,0
36.281,139.487,nowc_20240807084000_20240807084000_liden_399,2024/08/07 17:37:09.540,1
36.396,139.166,nowc_20240807084000_20240807084000_liden_400,2024/08/07 17:37:10.030,1
36.258,139.399,nowc_20240807084000_20240807084000_liden_401,2024/08/07 17:37:10.240,0
35.916,139.366,nowc_20240807084000_20240807084000_liden_402,2024/08/07 17:37:10.450,1
36.285,139.687,nowc_20240807084000_20240807084000_liden_403,2024/08/07 17:37:10.970,0
35.957,139.525,nowc_20240807084000_20240807084000_liden_404,2024/08/07 17:37:11.110,0
39.672,141.242,nowc_20240807084000_20240807084000_liden_405,2024/08/07 17:37:11.280,0
36.242,139.563,nowc_20240807084000_20240807084000_liden_406,2024/08/07 17:37:11.350,0
35.978,139.5,nowc_20240807084000_20240807084000_liden_407,2024/08/07 17:37:11.350,0
39.827,140.747,nowc_20240807084000_20240807084000_liden_408,2024/08/07 17:37:11.380,0
36.268,139.646,nowc_20240807084000_20240807084000_liden_409,2024/08/07 17:37:11.500,0
35.937,139.446,nowc_20240807084000_20240807084000_liden_410,2024/08/07 17:37:12.030,0
35.831,139.53,nowc_20240807084000_20240807084000_liden_411,2024/08/07 17:37:12.210,0
35.938,139.437,nowc_20240807084000_20240807084000_liden_412,2024/08/07 17:37:12.390,1
44.218,142.171,nowc_20240807084000_20240807084000_liden_413,2024/08/07 17:37:12.710,0
36.23,139.478,nowc_20240807084000_20240807084000_liden_414,2024/08/07 17:37:12.790,0
35.907,138.398,nowc_20240807084000_20240807084000_liden_415,2024/08/07 17:37:12.810,0
36.022,138.462,nowc_20240807084000_20240807084000_liden_416,2024/08/07 17:37:12.920,0
35.87,139.819,nowc_20240807084000_20240807084000_liden_417,2024/08/07 17:37:13.130,1
35.927,139.758,nowc_20240807084000_20240807084000_liden_418,2024/08/07 17:37:13.500,1
36.317,139.687,nowc_20240807084000_20240807084000_liden_419,2024/08/07 17:37:14.570,0
35.895,139.353,nowc_20240807084000_20240807084000_liden_420,2024/08/07 17:37:14.590,0
36.358,139.488,nowc_20240807084000_20240807084000_liden_421,2024/08/07 17:37:14.740,0
35.893,139.42,nowc_20240807084000_20240807084000_liden_422,2024/08/07 17:37:14.750,0
35.935,139.307,nowc_20240807084000_20240807084000_liden_423,2024/08/07 17:37:14.880,0
36.385,139.165,nowc_20240807084000_20240807084000_liden_424,2024/08/07 17:37:15.710,0
36.201,139.552,nowc_20240807084000_20240807084000_liden_425,2024/08/07 17:37:16.310,0
38.838,140.817,nowc_20240807084000_20240807084000_liden_426,2024/08/07 17:37:17.030,0
38.95,140.82,nowc_20240807084000_20240807084000_liden_427,2024/08/07 17:37:17.060,1
35.696,139.053,nowc_20240807084000_20240807084000_liden_428,2024/08/07 17:37:17.160,0
38.901,140.939,nowc_20240807084000_20240807084000_liden_429,2024/08/07 17:37:17.330,0
38.975,140.865,nowc_20240807084000_20240807084000_liden_430,2024/08/07 17:37:17.750,0
35.94,139.406,nowc_20240807084000_20240807084000_liden_431,2024/08/07 17:37:18.170,0
36.253,139.471,nowc_20240807084000_20240807084000_liden_432,2024/08/07 17:37:18.520,0
36.258,139.534,nowc_20240807084000_20240807084000_liden_433,2024/08/07 17:37:19.070,1
36.166,139.561,nowc_20240807084000_20240807084000_liden_434,2024/08/07 17:37:19.620,0
36.229,139.529,nowc_20240807084000_20240807084000_liden_435,2024/08/07 17:37:19.630,1
35.848,139.235,nowc_20240807084000_20240807084000_liden_436,2024/08/07 17:37:20.380,0
35.977,139.401,nowc_20240807084000_20240807084000_liden_437,2024/08/07 17:37:20.500,0
35.885,139.396,nowc_20240807084000_20240807084000_liden_438,2024/08/07 17:37:20.550,1
35.911,139.627,nowc_20240807084000_20240807084000_liden_439,2024/08/07 17:37:20.720,0
36.226,139.559,nowc_20240807084000_20240807084000_liden_440,2024/08/07 17:37:20.940,0
35.922,139.617,nowc_20240807084000_20240807084000_liden_441,2024/08/07 17:37:20.970,0
35.985,139.587,nowc_20240807084000_20240807084000_liden_442,2024/08/07 17:37:21.130,0
39.774,141.019,nowc_20240807084000_20240807084000_liden_443,2024/08/07 17:37:21.160,0
35.944,139.552,nowc_20240807084000_20240807084000_liden_444,2024/08/07 17:37:21.220,0
35.891,139.661,nowc_20240807084000_20240807084000_liden_445,2024/08/07 17:37:21.420,0
35.868,139.5,nowc_20240807084000_20240807084000_liden_446,2024/08/07 17:37:21.450,1
35.93,139.454,nowc_20240807084000_20240807084000_liden_447,2024/08/07 17:37:21.600,0
35.761,139.614,nowc_20240807084000_20240807084000_liden_448,2024/08/07 17:37:21.620,0
35.956,139.459,nowc_20240807084000_20240807084000_liden_449,2024/08/07 17:37:21.930,0
35.838,139.805,nowc_20240807084000_20240807084000_liden_450,2024/08/07 17:37:22.550,1
35.873,139.638,nowc_20240807084000_20240807084000_liden_451,2024/08/07 17:37:22.700,0
36.207,139.464,nowc_20240807084000_20240807084000_liden_452,2024/08/07 17:37:23.080,1
35.966,139.369,nowc_20240807084000_20240807084000_liden_453,2024/08/07 17:37:24.310,0
35.794,139.929,nowc_20240807084000_20240807084000_liden_454,2024/08/07 17:37:24.640,0
36.264,139.579,nowc_20240807084000_20240807084000_liden_455,2024/08/07 17:37:25.380,0
35.931,139.395,nowc_20240807084000_20240807084000_liden_456,2024/08/07 17:37:25.440,0
36.234,139.531,nowc_20240807084000_20240807084000_liden_457,2024/08/07 17:37:25.560,0
36.271,139.453,nowc_20240807084000_20240807084000_liden_458,2024/08/07 17:37:25.950,1
36.237,139.561,nowc_20240807084000_20240807084000_liden_459,2024/08/07 17:37:26.890,1
35.884,139.714,nowc_20240807084000_20240807084000_liden_460,2024/08/07 17:37:27.540,0
36.224,139.51,nowc_20240807084000_20240807084000_liden_461,2024/08/07 17:37:28.620,1
39.669,141.051,nowc_20240807084000_20240807084000_liden_462,2024/08/07 17:37:29.270,0
36.238,139.471,nowc_20240807084000_20240807084000_liden_463,2024/08/07 17:37:29.600,0
36.217,139.575,nowc_20240807084000_20240807084000_liden_464,2024/08/07 17:37:29.640,0
36.284,139.378,nowc_20240807084000_20240807084000_liden_465,2024/08/07 17:37:29.680,1
35.91,138.206,nowc_20240807084000_20240807084000_liden_466,2024/08/07 17:37:30.070,0
36.273,139.315,nowc_20240807084000_20240807084000_liden_467,2024/08/07 17:37:30.900,0
36.259,139.516,nowc_20240807084000_20240807084000_liden_468,2024/08/07 17:37:31.580,0
35.959,139.377,nowc_20240807084000_20240807084000_liden_469,2024/08/07 17:37:32.330,0
35.9,139.523,nowc_20240807084000_20240807084000_liden_470,2024/08/07 17:37:32.820,0
36.227,139.466,nowc_20240807084000_20240807084000_liden_471,2024/08/07 17:37:33,1
38.859,140.852,nowc_20240807084000_20240807084000_liden_472,2024/08/07 17:37:33.110,0
38.757,140.887,nowc_20240807084000_20240807084000_liden_473,2024/08/07 17:37:33.130,0
38.92,140.835,nowc_20240807084000_20240807084000_liden_474,2024/08/07 17:37:33.490,0
38.777,140.828,nowc_20240807084000_20240807084000_liden_475,2024/08/07 17:37:33.510,1
38.858,140.836,nowc_20240807084000_20240807084000_liden_476,2024/08/07 17:37:33.510,0
38.962,140.847,nowc_20240807084000_20240807084000_liden_477,2024/08/07 17:37:33.520,0
38.741,140.841,nowc_20240807084000_20240807084000_liden_478,2024/08/07 17:37:33.520,0
36.236,139.555,nowc_20240807084000_20240807084000_liden_479,2024/08/07 17:37:33.730,0
35.932,139.377,nowc_20240807084000_20240807084000_liden_480,2024/08/07 17:37:33.820,0
36.282,139.335,nowc_20240807084000_20240807084000_liden_481,2024/08/07 17:37:33.910,0
35.84,139.469,nowc_20240807084000_20240807084000_liden_482,2024/08/07 17:37:33.980,0
36.303,139.433,nowc_20240807084000_20240807084000_liden_483,2024/08/07 17:37:34.030,0
36.279,139.648,nowc_20240807084000_20240807084000_liden_484,2024/08/07 17:37:34.500,0
35.922,139.384,nowc_20240807084000_20240807084000_liden_485,2024/08/07 17:37:34.540,0
36.116,139.692,nowc_20240807084000_20240807084000_liden_486,2024/08/07 17:37:34.600,0
35.903,139.436,nowc_20240807084000_20240807084000_liden_487,2024/08/07 17:37:34.850,0
35.825,139.516,nowc_20240807084000_20240807084000_liden_488,2024/08/07 17:37:34.860,1
35.975,139.428,nowc_20240807084000_20240807084000_liden_489,2024/08/07 17:37:35.260,0
36.202,139.55,nowc_20240807084000_20240807084000_liden_490,2024/08/07 17:37:35.310,0
36.231,139.739,nowc_20240807084000_20240807084000_liden_491,2024/08/07 17:37:35.360,0
35.779,139.666,nowc_20240807084000_20240807084000_liden_492,2024/08/07 17:37:35.560,0
35.814,139.752,nowc_20240807084000_20240807084000_liden_493,2024/08/07 17:37:35.750,0
35.874,139.723,nowc_20240807084000_20240807084000_liden_494,2024/08/07 17:37:35.770,0
36.254,139.496,nowc_20240807084000_20240807084000_liden_495,2024/08/07 17:37:36.130,0
35.945,139.41,nowc_20240807084000_20240807084000_liden_496,2024/08/07 17:37:36.210,0
36.235,139.557,nowc_20240807084000_20240807084000_liden_497,2024/08/07 17:37:36.930,0
35.941,139.425,nowc_20240807084000_20240807084000_liden_498,2024/08/07 17:37:36.940,0
39.687,141.191,nowc_20240807084000_20240807084000_liden_499,2024/08/07 17:37:37.560,1
35.884,139.355,nowc_20240807084000_20240807084000_liden_500,2024/08/07 17:37:38.150,0
39.301,141.025,nowc_20240807084000_20240807084000_liden_501,2024/08/07 17:37:38.260,0
35.847,139.768,nowc_20240807084000_20240807084000_liden_502,2024/08/07 17:37:39.050,0
35.931,139.701,nowc_20240807084000_20240807084000_liden_503,2024/08/07 17:37:39.170,0
35.813,139.788,nowc_20240807084000_20240807084000_liden_504,2024/08/07 17:37:39.170,1
36.348,139.425,nowc_20240807084000_20240807084000_liden_505,2024/08/07 17:37:39.390,0
35.9,139.765,nowc_20240807084000_20240807084000_liden_506,2024/08/07 17:37:39.440,1
35.904,139.619,nowc_20240807084000_20240807084000_liden_507,2024/08/07 17:37:39.590,0
36.146,139.449,nowc_20240807084000_20240807084000_liden_508,2024/08/07 17:37:39.840,0
36.212,139.613,nowc_20240807084000_20240807084000_liden_509,2024/08/07 17:37:39.840,0
36.168,139.234,nowc_20240807084000_20240807084000_liden_510,2024/08/07 17:37:39.910,0
35.868,139.565,nowc_20240807084000_20240807084000_liden_511,2024/08/07 17:37:40.230,1
35.86,139.759,nowc_20240807084000_20240807084000_liden_512,2024/08/07 17:37:41.110,0
35.93,139.76,nowc_20240807084000_20240807084000_liden_513,2024/08/07 17:37:41.140,0
35.923,139.386,nowc_20240807084000_20240807084000_liden_514,2024/08/07 17:37:41.580,0
35.939,139.416,nowc_20240807084000_20240807084000_liden_515,2024/08/07 17:37:42.450,1
35.94,139.338,nowc_20240807084000_20240807084000_liden_516,2024/08/07 17:37:42.950,0
36.242,139.476,nowc_20240807084000_20240807084000_liden_517,2024/08/07 17:37:43.500,1
35.932,139.63,nowc_20240807084000_20240807084000_liden_518,2024/08/07 17:37:43.710,0
39.775,141.046,nowc_20240807084000_20240807084000_liden_519,2024/08/07 17:37:43.780,1
